"distance","PAR"
135,0
135,0
135,0
135,0
135,0.073137037037037
135,1.96947592592593
135,6.89055370370371
135,33.4131777777778
135,40.0529759259259
135,64.0419240740741
135,111.413827777778
135,38.8932314814815
135,22.5157592592593
135,20.9067444444444
135,12.4124
135,8.29582962962963
135,7.57490740740741
135,4.85838888888889
135,3.33295925925926
135,1.83365
135,0.355237037037037
135,0.00522407407407407
135,0
135,0
135,0
135,0
135,0
135,0
135,0.0783611111111111
135,1.73439259259259
135,6.97936296296296
135,32.1071592592593
135,40.831362962963
135,83.5381685185185
135,110.337668518519
135,64.2352148148148
135,39.8178925925926
135,27.8390907407407
135,19.0156296296296
135,15.4162425925926
135,10.4899407407407
135,7.39728888888889
135,3.93372777777778
135,1.73961666666667
135,0.365685185185185
135,0
135,0
135,0
135,0
135,0
135,0
135,0
135,0.0417925925925926
135,1.55155
135,7.07862037037037
135,24.4538907407407
135,31.8720759259259
135,59.9671462962963
135,41.5627333333333
135,35.9364055555556
135,22.2702277777778
135,16.9364481481481
135,18.5977037037037
135,15.4632592592593
135,11.0541407407407
135,5.77782592592593
135,3.83969444444444
135,2.01649259259259
135,0.53807962962963
135,0.00522407407407407
135,0
135,0
135,0
135,0
135,0
135,0
135,0.0156722222222222
135,0.543303703703704
135,1.94335555555556
135,3.83969444444444
135,5.76737777777778
135,7.27713518518518
135,10.5839740740741
135,13.5303518518518
135,17.2498925925926
135,16.8319666666667
135,11.9370092592593
135,14.6796481481481
135,10.7668166666667
135,6.73383148148148
135,4.45091111111111
135,1.75006481481481
135,0.360461111111111
135,0
135,0
135,0
135,0
135,0
135,0
135,0
135,0.0156722222222222
135,0.30822037037037
135,1.5724462962963
135,5.0778
135,5.15093703703704
135,6.18007962962963
135,10.6309907407407
135,21.8836462962963
135,21.8993185185185
135,19.2872814814815
135,9.98842962962963
135,8.30627777777778
135,5.79349814814815
135,4.30463703703704
135,2.50755555555556
135,1.32169074074074
135,0.350012962962963
135,0.00522407407407407
135,0
135,0
135,0
135,0
135,0
135,0
135,0.120153703703704
135,2.04783703703704
135,7.47042592592593
135,23.0799592592593
135,19.1514555555556
135,12.9504796296296
135,21.230637037037
135,23.6128148148148
135,24.11955
135,17.845437037037
135,10.9444351851852
135,8.8652537037037
135,5.9241
135,4.05910555555556
135,2.39262592592593
135,1.27989814814815
135,0.386581481481481
135,0.00522407407407407
135,0
135,0
135,0
135,0
135,0
135,0
135,0.104481481481481
135,1.8545462962963
135,6.64502222222222
135,35.8684925925926
135,82.7127648148148
135,74.0878185185185
135,52.8153888888889
135,27.8286425925926
135,20.1492537037037
135,18.5663592592593
135,12.0467148148148
135,8.68241111111111
135,6.67114259259259
135,5.10914444444444
135,2.63815740740741
135,1.22243333333333
135,0.44927037037037
135,0.0104481481481481
135,0
135,0
135,0
135,0
135,0
135,0
135,0.104481481481481
135,2.06873333333333
135,7.75775
135,33.5646759259259
135,56.6080666666667
135,60.7768777777778
135,68.7279185185185
135,28.4503074074074
135,20.2171666666667
135,16.2416462962963
135,8.86002962962963
135,6.4883
135,5.11959259259259
135,4.40389444444444
135,2.77920740740741
135,1.39482777777778
135,0.370909259259259
135,0.00522407407407407
135,0
135,0
135,0
135,0
135,0
135,0
135,0.125377777777778
135,2.16799074074074
135,7.76819814814815
135,30.5085925925926
135,50.9608425925926
135,55.5684759259259
135,59.8626648148148
135,25.3681037037037
135,18.2790351851852
135,15.4319148148148
135,8.55703333333333
135,6.6084537037037
135,4.88450925925926
135,3.55759444444444
135,2.38740185185185
135,1.33213888888889
135,0.464942592592593
135,0.00522407407407407
135,0
135,0
135,0
135,0
135,0
135,0
135,0.130601851851852
135,2.08962962962963
135,7.21444629629629
135,32.937787037037
135,46.9644259259259
135,72.2802888888889
135,51.9481925925926
135,24.3598574074074
135,18.127537037037
135,14.4288925925926
135,8.63539444444444
135,6.59800555555556
135,4.87928518518518
135,3.6881962962963
135,2.4187462962963
135,1.03959074074074
135,0.302996296296296
135,0.00522407407407407
135,0
135,0
135,0
135,0
135,0
135,0
135,0.161946296296296
135,2.18366296296296
135,7.3346
135,30.111562962963
135,68.6338851851852
135,72.0295333333333
135,45.9405074074074
135,24.7203185185185
135,17.9029018518519
135,15.4580351851852
135,10.5526296296296
135,9.75334629629629
135,8.29060555555555
135,5.20317777777778
135,2.22023148148148
135,1.23810555555556
135,0.344788888888889
135,0.00522407407407407
135,0
135,0
135,0
135,0
135,0
135,0
135,0.151498148148148
135,2.27247222222222
135,9.15257777777778
135,24.3755296296296
135,47.53385
135,63.6553425925926
135,48.7928518518518
135,22.4217259259259
135,16.5185222222222
135,13.3057166666667
135,8.02940185185185
135,6.14351111111111
135,4.51882407407407
135,3.42699259259259
135,2.24112777777778
135,1.22243333333333
135,0.386581481481481
135,0.0104481481481481
135,0
135,0
135,0
135,0
135,0
135,0
135,0.188066666666667
135,2.07918148148148
135,6.97413888888889
135,32.368362962963
135,45.5852703703704
135,82.6970925925926
135,47.0636833333333
135,21.3194462962963
135,16.0170111111111
135,13.6191611111111
135,8.37419074074074
135,6.31590555555556
135,4.93675
135,3.65685185185185
135,2.58069259259259
135,1.52542962962963
135,0.579872222222222
135,0.0261203703703704
135,0
135,0
135,0
135,0
135,0
135,0
135,0.156722222222222
135,0.809731481481482
135,2.70607037037037
135,5.26586666666667
135,27.4107166666667
135,92.601937037037
135,42.7694944444444
135,21.225412962963
135,15.865512962963
135,13.613937037037
135,8.34807037037037
135,6.33157777777778
135,4.64942592592593
135,3.47923333333333
135,2.32471296296296
135,1.23810555555556
135,0.39702962962963
135,0.0156722222222222
135,0
135,0
135,0
135,0
135,0
135,0
135,0.0365685185185185
135,0.42315
135,1.37915555555556
135,3.24937407407407
135,6.39949074074074
135,8.7868925925926
135,12.4385203703704
135,16.50285
135,14.9147314814815
135,13.0288407407407
135,8.29582962962963
135,6.26888888888889
135,4.98376666666667
135,3.80312592592593
135,3.02996296296296
135,1.59856666666667
135,0.506735185185185
135,0.0156722222222222
135,0
135,0
135,0
135,0
135,0
135,0
135,0.182842592592593
135,2.10007777777778
135,7.65326851851852
135,32.7758407407407
135,40.0895444444444
135,71.0944240740741
135,41.5731814814815
135,19.8567055555556
135,14.4184444444444
135,12.344487037037
135,8.28538148148148
135,6.04947777777778
135,4.38299814814815
135,3.19713333333333
135,2.14709444444444
135,1.18064074074074
135,0.386581481481482
135,0.0156722222222222
135,0
135,0
135,0
135,0
135,0
135,0
135,0.188066666666667
135,2.00082037037037
135,7.09951666666667
135,49.6496
135,38.9245759259259
135,86.5420111111111
135,38.3656
135,19.4074351851852
135,14.5385981481481
135,12.55345
135,8.20179629629629
135,6.03902962962963
135,4.60240925925926
135,3.46356111111111
135,2.32993703703704
135,1.33213888888889
135,0.428374074074074
135,0.0104481481481481
135,0
135,0
135,0
135,0
135,0
135,0
135,0.177618518518518
135,2.05306111111111
135,7.09951666666667
135,34.0139462962963
135,37.0804777777778
135,73.6698925925926
135,36.599862962963
135,18.6342722222222
135,13.754987037037
135,12.1459722222222
135,7.97193703703704
135,6.32112962962963
135,4.78525185185185
135,3.56804259259259
135,2.32993703703704
135,1.30601851851852
135,0.438822222222222
135,0.0208962962962963
135,0
135,0
135,0
135,0
135,0
135,0
135,0.198514814814815
135,2.13142222222222
135,7.0525
135,27.2174259259259
135,34.1758925925926
135,63.5508611111111
135,33.9878259259259
135,17.8611092592593
135,13.326612962963
135,11.5504277777778
135,7.90402407407407
135,6.23754444444444
135,4.68599444444444
135,3.42699259259259
135,2.34038518518518
135,1.32691481481481
135,0.444046296296296
135,0.0208962962962963
135,0
135,0
135,0
135,0
135,0
135,0
135,0.125377777777778
135,1.82842592592593
135,5.01511111111111
135,20.7761425925926
135,14.6796481481481
135,51.1750296296296
135,32.0287981481481
135,18.1118648148148
135,12.4594166666667
135,11.2213111111111
135,9.52871111111111
135,7.62714814814815
135,5.51139814814815
135,4.98376666666667
135,3.31728703703704
135,1.25900185185185
135,0.42315
135,0.0208962962962963
135,0
135,0
135,0
135,0
135,0
135,0
135,0.182842592592593
135,1.88589074074074
135,6.76517592592593
135,25.4255685185185
135,33.8415518518518
135,72.1705833333333
135,30.6130740740741
135,17.0357055555556
135,12.7467407407407
135,11.0854851851852
135,7.62714814814815
135,6.14351111111111
135,4.64942592592593
135,3.28071851851852
135,2.19933518518519
135,1.25900185185185
135,0.433598148148148
135,0.0156722222222222
135,0
135,0
135,0
135,0
135,0
135,0
135,0.188066666666667
135,1.95902777777778
135,6.88532962962963
135,29.2025740740741
135,34.343062962963
135,59.0895018518518
135,31.9608851851852
135,16.4401611111111
135,12.2347814814815
135,11.3780333333333
135,7.62192407407407
135,6.27411296296296
135,5.03600740740741
135,3.56281851851852
135,2.13142222222222
135,1.21198518518519
135,0.433598148148148
135,0.0208962962962963
135,0
135,0
135,0
135,0
135,0
135,0
135,0.172394444444444
135,1.93290740740741
135,6.95846666666667
135,28.3980666666667
135,34.7348685185185
135,63.8643055555556
135,31.1407055555556
135,16.570762962963
135,12.6840518518518
135,12.5847944444444
135,8.04507407407407
135,6.25321666666667
135,4.20015555555556
135,3.47923333333333
135,2.2568
135,1.32691481481481
135,0.428374074074074
135,0.0156722222222222
135,0
135,0
135,0
135,0
135,0
135,0
135,0.177618518518518
135,1.82842592592593
135,7.10474074074074
135,29.6988611111111
135,36.1244722222222
135,56.1587962962963
135,30.7593481481481
135,16.3565759259259
135,12.339262962963
135,9.54438333333333
135,9.84737962962963
135,6.04947777777778
135,4.32553333333333
135,3.02996296296296
135,1.40005185185185
135,0.198514814814815
135,0.073137037037037
135,0
135,0
135,0
135,0
135,0
135,0
135,0
135,0.182842592592593
135,1.27989814814815
135,6.66069444444444
135,26.65845
135,34.3639592592593
135,68.5920925925926
135,29.7458777777778
135,16.2155259259259
135,11.780287037037
135,10.5003888888889
135,7.33982407407407
135,6.86443333333333
135,5.01511111111111
135,3.78222962962963
135,2.12097407407407
135,1.22243333333333
135,0.470166666666667
135,0.0156722222222222
135,0
135,0
135,0
135,0
135,0
135,0
135,0.203738888888889
135,2.73219074074074
135,7.61147592592593
135,25.7494611111111
135,34.2855981481481
135,52.7109074074074
135,29.7772222222222
135,16.4401611111111
135,12.1041796296296
135,11.9840259259259
135,7.60625185185185
135,5.68901666666667
135,4.37255
135,3.19713333333333
135,2.14709444444444
135,1.20676111111111
135,0.402253703703704
135,0.0261203703703704
135,0
135,0
135,0
135,0
135,0
135,0
135,0.193290740740741
135,1.98514814814815
135,7.52266666666667
135,28.3667222222222
135,34.6983
135,58.2066333333333
135,29.552587037037
135,16.4088166666667
135,11.775062962963
135,10.6675592592593
135,7.29803148148148
135,5.28676296296296
135,4.13746666666667
135,2.97772222222222
135,2.13142222222222
135,1.1492962962963
135,0.44927037037037
135,0.0313444444444444
135,0
135,0
135,0
135,0
135,0
135,0
135,0.188066666666667
135,2.00082037037037
135,7.39206481481482
135,29.7197574074074
135,34.8289018518518
135,66.0531925925926
135,28.3614981481482
135,15.3796740740741
135,11.284
135,9.59662407407407
135,6.63457407407407
135,6.78607222222222
135,4.33598148148148
135,3.95462407407407
135,2.32471296296296
135,1.30079444444444
135,0.496287037037037
135,0.0261203703703704
135,0
135,0
135,0
135,0
135,0
135,0
135,0.161946296296296
135,1.41572407407407
135,7.18832592592593
135,25.1695888888889
135,32.3840351851852
135,58.5723185185185
135,26.8621888888889
135,15.6147574074074
135,9.58617592592593
135,7.88835185185185
135,6.96369074074074
135,5.72558518518518
135,4.08000185185185
135,3.39564814814815
135,2.2776962962963
135,1.29557037037037
135,0.444046296296296
135,0.0156722222222222
135,0
135,0
135,0
135,0
135,0
135,0
135,0.245531481481481
135,1.79185740740741
135,6.51442037037037
135,23.1478722222222
135,24.4852351851852
135,33.2042148148148
135,20.0029796296296
135,13.2795962962963
135,11.8377518518519
135,9.43467777777778
135,8.64061851851852
135,6.58755740740741
135,3.23892592592593
135,2.27247222222222
135,2.59636481481482
135,1.56199814814815
135,0.42315
135,0.0104481481481481
135,0
135,0
135,0
135,0
135,0
135,0
135,0.0208962962962963
135,0.203738888888889
135,0.914212962962963
135,2.26202407407407
135,1.54110185185185
135,3.50012962962963
135,4.35687777777778
135,8.45255185185185
135,7.18310185185185
135,9.59662407407407
135,8.03985
135,7.52266666666667
135,5.07257592592593
135,3.24415
135,2.66950185185185
135,0.715698148148148
135,0.104481481481481
135,0
135,0
135,0
135,0
135,0
135,0
135,0
135,0.146274074074074
135,1.12317592592593
135,2.08962962962963
135,4.82704444444444
135,10.0772388888889
135,15.8550648148148
135,15.0714537037037
135,16.293887037037
135,11.5034111111111
135,11.6131166666667
135,8.21746851851852
135,5.98156481481482
135,5.0778
135,3.70386851851852
135,3.0822037037037
135,1.07093518518519
135,0.292548148148148
135,0.0208962962962963
135,0
135,0
135,0
135,0
135,0
135,0
135,0.14105
135,2.26724814814815
135,6.48307592592593
135,22.1344018518519
135,28.4085148148148
135,65.0710666666667
135,18.6133759259259
135,14.4027722222222
135,11.7489425925926
135,8.02417777777778
135,2.74786296296296
135,1.66647962962963
135,0.841075925925926
135,0.302996296296296
135,0.0574648148148148
135,0.104481481481481
135,0.0888092592592593
135,0.0104481481481481
135,0
135,0
135,0
135,0
135,0
135,0
135,0.0522407407407407
135,0.830627777777778
135,4.65465
135,17.5110962962963
135,21.2201888888889
135,42.2523111111111
135,20.7395740740741
135,14.1467925925926
135,11.1116055555556
135,12.5116574074074
135,5.23974629629629
135,3.87626296296296
135,2.85234444444444
135,2.20455925925926
135,1.2903462962963
135,0.898540740740741
135,0.350012962962963
135,0.0208962962962963
135,0
135,0
135,0
135,0
135,0
135,0
135,0.109705555555556
135,1.18064074074074
135,2.45531481481481
135,2.49710740740741
135,2.93592962962963
135,3.51057777777778
135,1.47841296296296
135,2.19411111111111
135,2.57546851851852
135,4.35687777777778
135,4.2106037037037
135,5.51662222222222
135,4.97854259259259
135,3.77178148148148
135,3.27027037037037
135,1.65080740740741
135,0.5642
135,0.0365685185185185
135,0
135,0
135,0
135,0
135,0
135,0
135,0.0992574074074074
135,0.929885185185185
135,5.06735185185185
135,32.3161222222222
135,35.0065203703704
135,44.4829907407407
135,24.7673351851852
135,15.8237203703704
135,12.2661259259259
135,11.5034111111111
135,9.37198888888889
135,7.35549629629629
135,5.09347222222222
135,2.74786296296296
135,2.19933518518519
135,2.12097407407407
135,0.496287037037037
135,0.0261203703703704
135,0
135,0
135,0
135,0
135,0
135,0
135,0.193290740740741
135,1.95902777777778
135,7.59057962962963
135,31.5899759259259
135,35.5446
135,36.3961240740741
135,25.9636481481481
135,15.1393666666667
135,11.1533981481482
135,10.2130648148148
135,7.19877407407407
135,5.41214074074074
135,4.00164074074074
135,2.94637777777778
135,2.05306111111111
135,1.19108888888889
135,0.454494444444444
135,0.0365685185185185
135,0
135,0
135,0
135,0
135,0
135,0
135,0.182842592592593
135,1.9747
135,7.48087407407407
135,33.2460074074074
135,35.4662388888889
135,46.473362962963
135,25.9114074074074
135,15.2908648148148
135,11.3101203703704
135,10.3018740740741
135,7.24579074074074
135,5.50617407407407
135,4.03298518518519
135,3.01951481481481
135,2.04783703703704
135,1.16496851851852
135,0.459718518518518
135,0.0313444444444444
135,0
135,0
135,0
135,0
135,0
135,0
135,0.135825925925926
135,2.03216481481481
135,7.68983703703704
135,30.6600907407407
135,32.8019611111111
135,33.3400407407407
135,28.3458259259259
135,14.1415685185185
135,11.3310166666667
135,11.0019
135,8.33239814814815
135,7.96148888888889
135,5.60020740740741
135,4.00686481481481
135,2.12619814814815
135,1.96947592592593
135,0.574648148148148
135,0.0208962962962963
135,0
135,0
135,0
135,0
135,0
135,0
135,0.125377777777778
135,1.78140925925926
135,7.60625185185185
135,20.2328388888889
135,23.0381666666667
135,33.6325888888889
135,18.8014425925926
135,8.51001666666667
135,8.75032407407407
135,11.0175722222222
135,9.54960740740741
135,5.00988703703704
135,5.99201296296296
135,4.3934462962963
135,3.18668518518519
135,1.40527592592593
135,0.193290740740741
135,0.00522407407407407
135,0
135,0
135,0
135,0
135,0
135,0
135,0.0156722222222222
135,0.339564814814815
135,1.38437962962963
135,4.26806851851852
135,5.59498333333333
135,7.29803148148148
135,6.71815925925926
135,8.56225740740741
135,9.89439629629629
135,9.11600925925926
135,4.22105185185185
135,4.38822222222222
135,3.60461111111111
135,1.68215185185185
135,0.637337037037037
135,0.689577777777778
135,0.182842592592593
135,0.0104481481481481
135,0
135,0
135,0
135,0
135,0
135,0
135,0.0208962962962963
135,0.376133333333333
135,1.06048703703704
135,2.25157592592593
135,12.7519648148148
135,16.9207759259259
135,15.7505833333333
135,9.77424259259259
135,6.58233333333333
135,9.91529259259259
135,7.26146296296296
135,5.17183333333333
135,3.17101296296296
135,1.25900185185185
135,0.861972222222222
135,0.820179629629629
135,0.511959259259259
135,0.0313444444444444
135,0
135,0
135,0
135,0
135,0
135,0
135,0.146274074074074
135,2.02171666666667
135,6.94801851851852
135,28.5913574074074
135,19.1671277777778
135,5.41214074074074
135,15.3326574074074
135,9.50259074074074
135,12.5691222222222
135,10.9183148148148
135,7.73685370370371
135,6.95324259259259
135,5.25541851851852
135,4.94719814814815
135,3.1239962962963
135,1.65603148148148
135,0.44927037037037
135,0.00522407407407407
135,0
135,0
135,0
135,0
135,0
135,0
135,0.0104481481481481
135,0.25597962962963
135,0.814955555555556
135,1.17019259259259
135,1.61946296296296
135,2.83144814814815
135,6.57710925925926
135,6.62935
135,5.54796666666667
135,5.78827407407407
135,3.51580185185185
135,4.07477777777778
135,3.10832407407407
135,0.679129629629629
135,0.626888888888889
135,0.976901851851852
135,0.188066666666667
135,0.0104481481481481
135,0
135,0
135,0
135,0
135,0
135,0
135,0.0365685185185185
135,0.788835185185185
135,2.13142222222222
135,3.75610925925926
135,7.82043888888889
135,17.1036185185185
135,14.5856148148148
135,11.6862537037037
135,10.9601074074074
135,10.3175462962963
135,7.48609814814815
135,7.03160370370371
135,5.21885
135,4.08522592592593
135,2.86801666666667
135,1.27989814814815
135,0.470166666666667
135,0.0261203703703704
135,0
135,0
135,0
135,0
135,0
135,0
135,0.104481481481481
135,1.76573703703704
135,2.06873333333333
135,5.18750555555556
135,13.8437962962963
135,16.4088166666667
135,14.2721703703704
135,11.4041537037037
135,7.75775
135,10.1764962962963
135,8.26970925925926
135,6.64502222222222
135,4.62852962962963
135,3.63595555555556
135,2.46576296296296
135,1.36348333333333
135,0.344788888888889
135,0.0156722222222222
135,0
135,0
135,0
135,0
135,0
135,0
135,0.0835851851851852
135,1.64558333333333
135,5.78305
135,15.8864092592593
135,18.8223388888889
135,21.2619814814815
135,11.5765481481482
135,11.7855111111111
135,9.90484444444444
135,8.99585555555556
135,4.43523888888889
135,2.82622407407407
135,1.86499444444444
135,1.73439259259259
135,1.4105
135,0.574648148148148
135,0.0783611111111111
135,0
135,0
135,0
135,0
135,0
135,0
135,0
135,0.0470166666666667
135,0.53807962962963
135,2.35605740740741
135,25.4778092592593
135,28.7480796296296
135,27.3166833333333
135,21.7060277777778
135,14.4915814814815
135,10.9392111111111
135,11.1586222222222
135,6.25844074074074
135,6.23232037037037
135,4.39867037037037
135,4.18970740740741
135,2.17843888888889
135,1.42617222222222
135,0.344788888888889
135,0.0208962962962963
135,0
135,0
135,0
135,0
135,0
135,0
135,0.104481481481481
135,1.56722222222222
135,5.59498333333333
135,24.4486666666667
135,29.8399111111111
135,28.9465944444444
135,17.134962962963
135,10.7302481481481
135,4.95764629629629
135,7.26146296296296
135,5.93977222222222
135,5.49572592592593
135,5.01511111111111
135,3.35907962962963
135,1.73439259259259
135,0.950781481481482
135,0.229859259259259
135,0.0156722222222222
135,0
135,0
135,0
135,0
135,0
135,0
135,0.109705555555556
135,1.49408518518519
135,5.51662222222222
135,25.0076425925926
135,43.2135407407407
135,30.2055962962963
135,23.1113037037037
135,14.3400833333333
135,10.6623351851852
135,10.5474055555556
135,7.51221851851852
135,5.79349814814815
135,5.04645555555556
135,4.16881111111111
135,2.77920740740741
135,1.61423888888889
135,0.558975925925926
135,0.0313444444444444
135,0
135,0
135,0
135,0
135,0
135,0
135,0.0888092592592593
135,1.37393148148148
135,5.05167962962963
135,24.2292555555556
135,36.2394018518519
135,45.344962962963
135,23.5449018518519
135,14.0997759259259
135,9.76901851851852
135,8.36374259259259
135,8.06597037037037
135,7.38161666666667
135,3.83447037037037
135,2.73219074074074
135,1.77618518518519
135,1.64558333333333
135,0.522407407407407
135,0.0104481481481481
135,0
135,0
135,0
135,0
135,0
135,0
135,0.0470166666666667
135,1.26945
135,4.78525185185185
135,15.7401351851852
135,24.5009074074074
135,27.6405759259259
135,20.2067185185185
135,4.88450925925926
135,8.67718703703703
135,3.71431666666667
135,1.95902777777778
135,5.24497037037037
135,5.24497037037037
135,4.25762037037037
135,2.5180037037037
135,0.893316666666667
135,0.229859259259259
135,0.0156722222222222
135,0
135,0
135,0
135,0
135,0
135,0
135,0.067912962962963
135,1.32169074074074
135,4.80614814814815
