"distance","temp"
135,16.4041666666667
134.753649635037,16.3923333333333
134.507299270073,16.2975
134.26094890511,16.2153333333333
134.014598540146,16.226
133.768248175182,16.256
133.521897810219,16.2873333333333
133.275547445255,16.3116666666667
133.029197080292,16.3098333333333
132.782846715328,16.279
132.536496350365,16.2695
132.290145985401,16.301
132.043795620438,16.3351666666667
131.797445255474,16.3256666666667
131.551094890511,16.2868333333333
131.304744525547,16.267
131.058394160584,16.2563333333333
130.81204379562,16.251
130.565693430657,16.2855
130.319343065693,16.3098333333333
130.07299270073,16.2798333333333
129.826642335766,16.2523333333333
129.580291970803,16.2873333333333
129.333941605839,16.3001666666667
129.087591240876,16.3216666666667
128.841240875912,16.3521666666667
128.594890510949,16.3543333333333
128.348540145985,16.326
128.102189781022,16.3168333333333
127.855839416058,16.3195
127.609489051095,16.3106666666667
127.363138686131,16.2993333333333
127.116788321168,16.298
126.870437956204,16.3078333333333
126.624087591241,16.2968333333333
126.377737226277,16.2771666666667
126.131386861314,16.3255
125.88503649635,16.3383333333333
125.638686131387,16.2981666666667
125.392335766423,16.2768333333333
125.14598540146,16.3016666666667
124.899635036496,16.2953333333333
124.653284671533,16.2823333333333
124.406934306569,16.2948333333333
124.160583941606,16.3116666666667
123.914233576642,16.3103333333333
123.667883211679,16.2953333333333
123.421532846715,16.2978333333333
123.175182481752,16.3155
122.928832116788,16.3083333333333
122.682481751825,16.3021666666667
122.436131386861,16.3061666666667
122.189781021898,16.305
121.943430656934,16.2866666666667
121.697080291971,16.2838333333333
121.450729927007,16.2815
121.204379562044,16.273
120.95802919708,16.2671666666667
120.711678832117,16.2633333333333
120.465328467153,16.278
120.21897810219,16.298
119.972627737226,16.3045
119.726277372263,16.2996666666667
119.479927007299,16.2885
119.233576642336,16.2758333333333
118.987226277372,16.2721666666667
118.740875912409,16.2763333333333
118.494525547445,16.2681666666667
118.248175182482,16.2761666666667
118.001824817518,16.3053333333333
117.755474452555,16.3335
117.509124087591,16.3456666666667
117.262773722628,16.3408333333333
117.016423357664,16.3416666666667
116.770072992701,16.3473333333333
116.523722627737,16.3356666666667
116.277372262774,16.3201666666667
116.03102189781,16.2918333333333
115.784671532847,16.2611666666667
115.538321167883,16.254
115.29197080292,16.2795
115.045620437956,16.2821666666667
114.799270072993,16.2716666666667
114.552919708029,16.2883333333333
114.306569343066,16.3215
114.060218978102,16.335
113.813868613139,16.3
113.567518248175,16.2631666666667
113.321167883212,16.2841666666667
113.074817518248,16.2926666666667
112.828467153285,16.2933333333333
112.582116788321,16.3221666666667
112.335766423358,16.3503333333333
112.089416058394,16.2885
111.843065693431,16.2398333333333
111.596715328467,16.2488333333333
111.350364963504,16.2768333333333
111.10401459854,16.3078333333333
110.857664233577,16.3331666666667
110.611313868613,16.3475
110.36496350365,16.3478333333333
110.118613138686,16.3396666666667
109.872262773723,16.3265
109.625912408759,16.3236666666667
109.379562043796,16.3296666666667
109.133211678832,16.322
108.886861313869,16.2873333333333
108.640510948905,16.2785
108.394160583942,16.3063333333333
108.147810218978,16.3371666666667
107.901459854015,16.3313333333333
107.655109489051,16.2978333333333
107.408759124088,16.297
107.162408759124,16.3226666666667
106.916058394161,16.3236666666667
106.669708029197,16.317
106.423357664234,16.3076666666667
106.17700729927,16.2973333333333
105.930656934307,16.2823333333333
105.684306569343,16.2843333333333
105.43795620438,16.3388333333333
105.191605839416,16.3703333333333
104.945255474453,16.3321666666667
104.698905109489,16.2883333333333
104.452554744526,16.305
104.206204379562,16.328
103.959854014599,16.3336666666667
103.713503649635,16.3406666666667
103.467153284672,16.3265
103.220802919708,16.3035
102.974452554745,16.2898333333333
102.728102189781,16.288
102.481751824818,16.285
102.235401459854,16.3105
101.989051094891,16.3408333333333
101.742700729927,16.3435
101.496350364964,16.3116666666667
101.25,16.2758333333333
101.003649635036,16.2953333333333
100.757299270073,16.3243333333333
100.510948905109,16.3061666666667
100.264598540146,16.3081666666667
100.018248175182,16.3173333333333
99.771897810219,16.3065
99.5255474452555,16.3061666666667
99.279197080292,16.3488333333333
99.0328467153285,16.3368333333333
98.786496350365,16.297
98.5401459854015,16.2825
98.293795620438,16.2958333333333
98.0474452554745,16.3185
97.8010948905109,16.3251666666667
97.5547445255474,16.3241666666667
97.3083941605839,16.3308333333333
97.0620437956204,16.3353333333333
96.8156934306569,16.3458333333333
96.5693430656934,16.3598333333333
96.3229927007299,16.3661666666667
96.0766423357664,16.3535
95.8302919708029,16.3401666666667
95.5839416058394,16.336
95.3375912408759,16.3325
95.0912408759124,16.323
94.8448905109489,16.31
94.5985401459854,16.3003333333333
94.3521897810219,16.2965
94.1058394160584,16.2921666666667
93.8594890510949,16.2951666666667
93.6131386861314,16.3025
93.3667883211679,16.3053333333333
93.1204379562044,16.2998333333333
92.8740875912409,16.2988333333333
92.6277372262774,16.3033333333333
92.3813868613139,16.3155
92.1350364963504,16.3163333333333
91.8886861313869,16.295
91.6423357664234,16.281
91.3959854014599,16.3088333333333
91.1496350364963,16.3288333333333
90.9032846715328,16.3245
90.6569343065694,16.3496666666667
90.4105839416058,16.3528333333333
90.1642335766423,16.3148333333333
89.9178832116788,16.2878333333333
89.6715328467153,16.3058333333333
89.4251824817518,16.2856666666667
89.1788321167883,16.2645
88.9324817518248,16.2763333333333
88.6861313868613,16.296
88.4397810218978,16.2876666666667
88.1934306569343,16.2838333333333
87.9470802919708,16.2991666666667
87.7007299270073,16.3146666666667
87.4543795620438,16.3008333333333
87.2080291970803,16.2733333333333
86.9616788321168,16.2565
86.7153284671533,16.2581666666667
86.4689781021898,16.2611666666667
86.2226277372263,16.2453333333333
85.9762773722628,16.2456666666667
85.7299270072993,16.2598333333333
85.4835766423358,16.2545
85.2372262773723,16.2268333333333
84.9908759124088,16.2463333333333
84.7445255474452,16.2858333333333
84.4981751824818,16.2916666666667
84.2518248175182,16.2688333333333
84.0054744525548,16.247
83.7591240875912,16.2313333333333
83.5127737226277,16.2273333333333
83.2664233576642,16.2431666666667
83.0200729927007,16.268
82.7737226277372,16.2816666666667
82.5273722627737,16.278
82.2810218978102,16.2735
82.0346715328467,16.2841666666667
81.7883211678832,16.3045
81.5419708029197,16.2905
81.2956204379562,16.2531666666667
81.0492700729927,16.2423333333333
80.8029197080292,16.2631666666667
80.5565693430657,16.2788333333333
80.3102189781022,16.2558333333333
80.0638686131387,16.2233333333333
79.8175182481752,16.2481666666667
79.5711678832117,16.2625
79.3248175182482,16.249
79.0784671532847,16.2503333333333
78.8321167883212,16.2838333333333
78.5857664233577,16.2693333333333
78.3394160583942,16.265
78.0930656934306,16.2833333333333
77.8467153284672,16.2738333333333
